player,era,date,outlet,headline,body,url
LeBron James,post_2009,2026-03-06,USA Today,LeBron James breaks Kareem Abdul-Jabbar NBA record for field goals,"LeBron James has broken yet another NBA record held by Kareem Abdul-Jabbar. In the final seconds of the first quarter of the Los Angeles Lakers' game against the Denver Nuggets on Thursday night, Ja…",https://www.usatoday.com/story/sports/nba/lakers/2026/03/05/lebron-james-breaks-kareem-abdul-jabbar-record-field-goals/89011804007/
LeBron James,post_2009,2026-03-06,Silver Screen and Roll,LeBron James says elbow ‘pretty sore’ after fall during Nuggets loss,"After a short string of games at full health, the Lakers walked out of Thursdays game in Denver with 40% of their starting lineup unable to finish the game. Deandre Ayton played only briefly on in t…",https://www.silverscreenandroll.com/lakers-injury-report/109998/lakers-injury-report-lebron-james-nuggets-elbow-status-update
LeBron James,post_2009,2026-03-06,Silver Screen and Roll,"LeBron James, Deandre Ayton, Maxi Kleber out vs. Pacers","All of a sudden, the Lakers upcoming contest against the Pacers looks like a much tougher game. Los Angeles is playing on the second night of a back-to-back and will be taking on Indiana without LeBr…",https://www.silverscreenandroll.com/lakers-injury-report/110038/lakers-injury-report-lebron-james-deandre-ayton-knee-soreness-elbow-contusion-maxi-kleber-back-strain-status-update-pacers
LeBron James,post_2009,2026-03-06,Yahoo Entertainment,"LeBron James, Deandre Ayton sitting out of Lakers vs. Pacers","If you click 'Accept all', we and our partners, including 246 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_730bb073-a534-4df4-9a33-69ee3b35951d
LeBron James,post_2009,2026-03-06,Yahoo Entertainment,LeBron James passes Kareem Abdul-Jabbar for all-time field goals made in NBA history,"If you click 'Accept all', we and our partners, including 246 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5d1576e1-77bc-4ff8-bbf2-cd5eafdab90e
LeBron James,post_2009,2026-03-06,New York Post,LeBron James’ elbow ‘pretty sore’ after late fall in loss to Nuggets,"DENVER LeBron James said after the Lakers 120-113 road loss to the Nuggets on Thursday night that his left elbow was pretty sore after his fall late in the game at Ball Arena, with the Lakers star ad…",https://nypost.com/2026/03/06/sports/lebron-james-elbow-pretty-sore-after-late-fall-in-loss/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-06,Yahoo Entertainment,LeBron James breaks Kareem Abdul-Jabbar’s NBA record for career field goals,"If you click 'Accept all', we and our partners, including 246 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7b88ec64-3a03-407a-824b-9e7067a52d4a
LeBron James,post_2009,2026-03-07,BBC,Wembanyama stars in 25-point San Antonio fightback,The Spurs improved to 46-17 and are now 2.5 games behind Western Conference leaders the Oklahoma City Thunder. Slovenian star Luka Doncic scored 44 points as the Los Angeles Lakers won 128-117 at ho…,https://www.bbc.com/sport/basketball/articles/c0mgjmye2w2o
LeBron James,post_2009,2026-03-08,New York Post,Lakers’ LeBron James sidelined for Knicks game,"Lakers star LeBron James was sidelined for Sundays home game against the Knicks, the second straight game he missed after sitting out of Fridays win over the Pacers. The Lakers hoped James would be …",https://nypost.com/2026/03/08/sports/injury-update-for-lakers-lebron-james-ahead-of-knicks-game/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-08,Silver Screen and Roll,JJ Redick expects LeBron James to be available vs. Knicks,"It appears LeBron James absence from the Lakers lineup will be a short one. After suffering an elbow injury against the Nuggets on Thursday, LeBron missed Fridays game against the Pacers. On Saturda…",https://www.silverscreenandroll.com/lakers-injury-report/110163/lakers-injury-report-lebron-james-elbow-contusion-status-update-nuggets-knicks
LeBron James,post_2009,2026-03-08,Yahoo Entertainment,Luka Doncic and Austin Reaves carry LeBron-less Lakers to win over Knicks,"If you click 'Accept all', we and our partners, including 246 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_75f57dac-47f4-432f-a233-1344d51efb87
LeBron James,post_2009,2026-03-08,Yahoo Entertainment,Lakers rule out LeBron James for Sunday's Lakers-Knicks game with elbow injury,"If you click 'Accept all', we and our partners, including 246 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5f90b423-ce14-46a0-a79c-c54373fc442c
LeBron James,post_2009,2026-03-08,New York Post,Knicks offense completely unravels in letdown loss to LeBron James-less Lakers,"LOS ANGELES The Knicks played like they forgot about daylight saving time. Misfiring early and until it was too late in the fourth quarter, Jalen Brunsons squad finished an ugly 110-97 defeat to the…",https://nypost.com/2026/03/08/sports/knicks-offense-unravels-in-loss-to-lebron-james-less-lakers/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-09,New York Post,Troubling LeBron injury news rocks Lakers ahead of playoffs,"Lakers star LeBron James remains day-to-day after not participating in Mondays practice, coach JJ Redick told reporters. LeBron James of the Los Angeles Lakers smiles during the game against the New…",https://nypost.com/2026/03/09/sports/lakers-lebron-james-doesnt-practice-remains-day-to-day/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-10,Yahoo Entertainment,"LeBron James questionable vs. Wolves with right hip contusion, left foot arthritis","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b97beece-5222-40f5-823b-e607c0aded80
LeBron James,post_2009,2026-03-10,Yahoo Entertainment,Narrative that Lakers are better without LeBron James is bogus,"If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d5e0a8b8-ae5c-4f56-94bd-ccce34c8dd3d
LeBron James,post_2009,2026-03-10,Yahoo Entertainment,"Luka Dončić, LeBron James and the tale of two Lakers teams","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c2784b78-bbab-4771-b657-6bfadf012022
LeBron James,post_2009,2026-03-10,Yahoo Entertainment,"Luka Dončić, LeBron James and the tale of two Lakers teams: Contender or also-ran?","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_88114c25-e62a-4b63-83a7-30486cb62e5e
LeBron James,post_2009,2026-03-11,Al Jazeera,"LeBron, NBA social media react to Bam Adebayo’s historic 83-point game",Miami Heat centre Bam Adebayos 83-point performance against the Washington Wizards on Tuesday the second-highest scoring game in NBA history was a historic statistical line no one saw coming. The He…,https://www.aljazeera.com/sports/2026/3/11/lebron-nba-social-media-react-to-bam-adebayos-historic-83-point-game
LeBron James,post_2009,2026-03-11,NPR,"Bam! Heat's Adebayo scores 83 points, 2nd only to Wilt Chamberlain in NBA history","MIAMI It's Wilt, then Bam. Bam Adebayo had a night for all time on Tuesday, with a point total second to only Wilt Chamberlain in the NBA record books. Adebayo scored 83 points, setting league marks…",https://www.npr.org/2026/03/11/g-s1-113255/bam-heats-adebayo-scores-83-points-2nd-only-to-wilt-chamberlain-in-nba-history
LeBron James,post_2009,2026-03-11,Yahoo Entertainment,LeBron James will not play against Minnesota tonight,"If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8a623760-307f-44c8-aa5e-a1f8c1851109
LeBron James,post_2009,2026-03-11,New York Post,Lakers’ LeBron James misses third straight game with multiple nagging injuries,"Lakers star LeBron James sat out of his third consecutive game on Tuesday night when the Lakers hosted the Timberwolves at Crypto.com Arena, with the team ruling him out two hours before tipoff becau…",https://nypost.com/2026/03/10/sports/lebron-james-sitting-out-of-lakers-vs-timberwolves/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-12,Yahoo Entertainment,"LeBron James questionable, Marcus Smart doubtful vs. Bulls","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_caeb78e8-d4d2-49eb-9bf3-d157a61cb925
LeBron James,post_2009,2026-03-12,Yahoo Entertainment,"Lakers’ LeBron James, Luka Doncic surprise patients at UCLA Health","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1c3e441f-767b-4e8f-a1f4-da8419ad622d
LeBron James,post_2009,2026-03-12,Yahoo Entertainment,"Lakers sitting multiple key role players vs. Bulls, but LeBron James could still return","If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_2b3db3f6-4354-44ac-8a69-058cf57be5c3
LeBron James,post_2009,2026-03-12,Yahoo Entertainment,Here’s blueprint for LeBron James’ return: Why Lakers still need the King — just not his crown,"If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_86c99f37-92e1-48ea-903a-0f5ca8b2ff42
LeBron James,post_2009,2026-03-13,USA Today,Is LeBron James playing tonight? Bulls vs. Lakers injury status,"Los Angeles Lakers star LeBron James is available to play Thursday night against the Chicago Bulls, the team announced shortly before tip-off. He will be in the starting lineup. James, 41, had miss…",https://www.usatoday.com/story/sports/nba/lakers/2026/03/12/lebron-james-injury-update-bull-lakers/89129667007/
LeBron James,post_2009,2026-03-13,New York Post,"Lakers historic 142-130 win over the Bulls is the perfect blueprint for Luka Doncic, LeBron James, and Austin Reaves","LeBron James must read The California Post. On Wednesday, we wrote the blueprint for how the Los Angeles Lakers needed to incorporate LeBron once he returned from injury. The Lakers need the King, …",https://nypost.com/2026/03/13/sports/lakers-142-130-win-over-the-bulls-is-the-blueprint-for-luka-doncic-lebron-james-and-austin-reaves/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-13,Yahoo Entertainment,"Luka Doncic scores 51, LeBron James returns from injuries to lead Lakers past Bulls 142-130","LOS ANGELES (AP) Luka Doncic had 51 points, 10 rebounds and nine assists, LeBron James added 18 points in his return after missing three games because of injuries and the Los Angeles Lakers used a st…",https://sports.yahoo.com/articles/luka-doncic-scores-51-lebron-050532388.html
LeBron James,post_2009,2026-03-14,Yahoo Entertainment,LeBron James is ready to sacrifice to help Lakers win,"If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_4fc774dc-8e15-47fd-aad4-94a9a7cbd6f8
LeBron James,post_2009,2026-03-14,New York Post,"Luka Doncic, LeBron James headline Lakers Girl Dad Night","On a night established to celebrate fathers and daughters, it was only fitting that two Lakers stars stole the show. A sellout crowd of nearly 19,000 fans all received hats as the Lakers hosted thei…",https://nypost.com/2026/03/13/sports/luka-doncic-lebron-james-headline-lakers-girl-dad-night/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-15,BBC,James praises Doncic after overtime Lakers winner,"LeBron James praised the ""generational"" talent of team-mate Luka Doncic after the Slovenian hit an overtime winner as the Los Angeles Lakers came from behind to beat the Denver Nuggets 127-125. Donc…",https://www.bbc.com/sport/basketball/articles/c15xj0pjlddo
LeBron James,post_2009,2026-03-15,BBC,James praises Doncic after overtime Lakers winner,"LeBron James praised the ""generational"" talent of team-mate Luka Doncic after the Slovenian hit an overtime winner as the Los Angeles Lakers came from behind to beat the Denver Nuggets 127-125. Donc…",https://www.bbc.com/sport/basketball/articles/c15xj0pjlddo?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bsport%5D-%5Bbizdev%5D-%5Bisapi%5D
LeBron James,post_2009,2026-03-16,Yahoo Entertainment,JJ Redick was amazed LeBron James was diving for loose balls against Nuggets,"If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_764d5359-bdf2-4d45-a207-2c9008008b5e
LeBron James,post_2009,2026-03-16,Yahoo Entertainment,LeBron James adds to legacy by embracing role player mentality for Lakers,"If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ec10a5da-4b7b-41b4-9a49-52d9b3ea1c94
LeBron James,post_2009,2026-03-17,MacRumors,Beats Teams Up With Nike for Special-Edition Powerbeats Pro 2,"Apple's Beats brand is launching its first hardware collaboration with Nike today, debuting a new special-edition Nike-branded version of the Powerbeats Pro 2. Featuring Nike's ""Volt"" color palette w…",https://www.macrumors.com/2026/03/17/beats-nike-powerbeats-pro-2/
LeBron James,post_2009,2026-03-17,9to5Mac,Beats and Nike team up on special edition Powerbeats Pro 2,Beats and Nike are teaming up for their first-ever hardware collaboration. The new Powerbeats Pro 2 Nike Special Edition blend Beats and Nike design as part of a first-of-its-kind collaboration for A…,https://9to5mac.com/2026/03/17/beats-and-nike-team-up-on-special-edition-powerbeats-pro-2/
LeBron James,post_2009,2026-03-17,Cult of Mac,"Beats, Nike and LeBron James team up for Powerbeats Pro 2 special edition","They're the same earbuds, but Nike brings a whole lot of sporty style. Photo: Beats Two of the world’s most recognizable lifestyle and sports brands — Beats and Nike — joined forces for the first ti…",https://www.cultofmac.com/news/powerbeats-pro-2-nike-special-edition
LeBron James,post_2009,2026-03-17,Yahoo Entertainment,What does the future hold for LeBron James?,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_873b5017-8ffb-4c7b-8de8-81419fbc2e5d
LeBron James,post_2009,2026-03-18,New York Post,LeBron James rewards polite young fan with autograph,Good manners clearly go a long way for LeBron James. The Lakers superstar was spotted stopping in his tracks on Monday night and throwing his John Hancock on a young fans sneaker after the boy polit…,https://nypost.com/2026/03/18/sports/lebron-james-rewards-polite-young-fan-with-autograph/?utm_source=yahoo&amp;utm_campaign=nypost&amp;utm_medium=referral
LeBron James,post_2009,2026-03-19,ESPN,LeBron's 6 dunks key Lakers' 7th straight win,"HOUSTON -- As LeBron James sat in front of his locker late Wednesday, he had ice packs wrapped around his right elbow and both knees while his feet soaked in a bucket of ice. He insisted he felt ever…",https://www.espn.com/nba/story/_/id/48246814/lebron-james-6-dunks-vs-rockets-key-lakers-7th-straight-win
LeBron James,post_2009,2026-03-19,Yanko Design,"Nike x Powerbeats Pro 2 earbuds promise great design, super secure fit, and impressive audio",Earbuds are a holy grail accessory for fitness freaks who want to get in the groove to focus on their goals without outside distractions or losing out on ambient awareness when needed. Shokz OpenFit …,https://www.yankodesign.com/2026/03/19/nike-x-powerbeats-pro-2-earbuds-promise-great-design-super-secure-fit-and-impressive-audio/
LeBron James,post_2009,2026-03-19,Al Jazeera,Luka Doncic scores 40 points as Lakers defeat Rockets in NBA,Luka Doncic had 40 points and LeBron James added 30 as the Los Angeles Lakers extended their winning streak to seven games with a 124-116 away win over the Houston Rockets on Wednesday night. Its th…,https://www.aljazeera.com/sports/2026/3/19/luka-doncic-scores-40-points-as-lakers-defeat-rockets-in-nba
LeBron James,post_2009,2026-03-19,Yahoo Entertainment,Lakers win second straight over Rockets behind Luka Dončić,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_530fcf5c-ce54-47e8-a56d-20e91c17f8a9
LeBron James,post_2009,2026-03-19,Yahoo Entertainment,LeBron James says he has no interest in owning an NBA team in Las Vegas,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_2c0ceb75-e6cb-47dc-9044-1737e04da297
LeBron James,post_2009,2026-03-19,Silver Screen and Roll,"Luka Dončić, LeBron James, Austin Reaves questionable vs. Heat","While the Lakers are currently on a roll, having won seven straight games after downing the Rockets on Wednesday, earning that eighth victory might be their toughest challenge yet. The team is set t…",https://www.silverscreenandroll.com/lakers-injury-report/111355/lakers-injury-report-luka-doncic-lebron-james-austin-reaves-status-update-heat
LeBron James,post_2009,2026-03-19,Yahoo Entertainment,Luka Doncic (40 points) and LeBron James (30) lead Lakers to win over Rockets,The combination of Luka Doncic and LeBron James was overpowering and enthralling for all to see during the Lakers dynamic 124-116 win over the Houston Rockets at Toyota Center on Wednesday. Doncic w…,https://sports.yahoo.com/articles/luka-doncic-40-points-lebron-042335534.html
LeBron James,post_2009,2026-03-19,USA Today,"LeBron James, Fenway Sports Group unlikely to pursue expansion team, per report","The Fenway Sports Group, which is a business partner of LeBron James, is not expected to pursue the potential NBA Las Vegas expansion team, according to a report by The Athletic. Las Vegas and Seatt…",https://www.usatoday.com/story/sports/nba/lakers/2026/03/18/lebron-james-nba-expansion-team-las-vegas-fenway-sports-group/89221739007/
LeBron James,post_2009,2026-03-19,Yahoo Entertainment,This opponent is the ideal matchup for the Lakers in the first round of the NBA Playoffs,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_265582d9-1e11-4de8-bd82-a4469412a30b
LeBron James,post_2009,2026-03-19,Yahoo Entertainment,Lakers’ LeBron James gives definitive answer on NBA ownership after Las Vegas tease,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c961fa90-8bb7-4dd3-927f-c5cc792b96cb
LeBron James,post_2009,2026-03-20,BBC,Doncic matches Bryant as Lakers beat Heat,Luka Doncic became the first player since Kobe Bryant to score 60 points in a game for the LA Lakers as they overcame the Miami Heat 134-126. Doncic the NBA's leading scorer this season has reached…,https://www.bbc.com/sport/basketball/articles/czex56k6p09o
LeBron James,post_2009,2026-03-20,Alltoc.com,How did Luka Doncic top 60 points vs Heat? #sports,"Doncics 60 and Lakers eighth straight win Luka Doni delivered a standout scoring performance of 60 points as the Los Angeles Lakers defeated the Miami Heat 134-126. The game was played in Miami, and…",https://alltoc.com/sports/how-did-luka-doncic-top-60-points-vs-heat
LeBron James,post_2009,2026-03-20,Yahoo Entertainment,Is LeBron James likely to play for Cavs next season?,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c3727cda-dd39-49fd-837e-2a568ddfb947
LeBron James,post_2009,2026-03-20,Yahoo Entertainment,Watch Luka Doncic drop 60 on Miami Heat as Lakers win eighth in a row,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_dbb55aaa-0904-4a6d-b5d8-123b47145548
LeBron James,post_2009,2026-03-20,Yahoo Entertainment,Luka Doncic scores 60 and LeBron ties NBA games record in Lakers' eighth straight win,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9e1b480b-5b6e-4269-8507-80e9ee61fffb
LeBron James,post_2009,2026-03-20,Yahoo Entertainment,Doncic matches Bryant as Lakers beat Heat,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ea5938ce-c5d8-48f7-9fdf-6693967be7a1
LeBron James,post_2009,2026-03-20,menshealth.com,"LeBron James Can't Golf, But the Nike x Beats Earbuds Keep His Head in the Game","Earlier this week, Nike and Beats announced a first-ever collaboration: the Nike x Powerbeats Pro 2 headphones.You can shop the limited-edition volt yellow headphones starting today.…",https://www.menshealth.com/technology-gear/a70782190/nike-beats-powerbeats-pro-2-collab-2026/
LeBron James,post_2009,2026-03-20,Yahoo Entertainment,LeBron James posts triple-double while tying Robert Parish's NBA games played record,Its official. No player in NBA history has played in more regular-season games than LeBron James. The Los Angeles Lakers star tied a three-decade-old record on Thursday with his appearance in a game…,https://sports.yahoo.com/nba/article/lebron-james-posts-triple-double-while-tying-robert-parishs-nba-games-played-record-001129342.html
